year,location,sqft,amenities,real_estate_type,crime_rates,area,Population,GDP (in crores),Fixed Deposit Interest Rate (% p.a.),Literacy Rate (%),Development Rate,HF,Area-wise Price,price
2014,Adajan,2163,7,House,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,29746811.55
2014,Varachha,1789,5,House,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,14931774.25
2014,Vesu,2348,5,House,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,29899108.54
2014,Vesu,1184,4,House,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,14473817.18
2014,Ghod Dod Road,1442,2,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,15934313.69
2014,Pal,1330,9,House,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,19645802.67
2014,Dindoli,2681,10,Apartment,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,8634931.04
2014,Piplod,1054,10,Villa,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,14075429.9
2014,Sachin,2710,2,Villa,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,13965334.21
2014,Udhna,2589,3,Apartment,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,11035954.27
2014,Udhna,2014,9,Apartment,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,12547221.26
2014,Althan,2572,5,Apartment,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,12880220.25
2014,Ghod Dod Road,2004,9,House,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,20068450.38
2014,Vesu,2073,2,Apartment,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,12670702.28
2014,Katargam,2227,7,Villa,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,27018201.14
2014,Pal,1024,1,Apartment,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,5737368.97
2014,Varachha,1934,5,House,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,16142007.49
2014,Pal,2763,5,Apartment,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,21110196.82
2014,Vesu,2603,8,Villa,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,50382289.99
2014,Dindoli,2544,5,Apartment,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,6145262.38
2014,Katargam,1745,7,House,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,15448762.08
2014,Bhestan,1764,3,Apartment,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,3692954.84
2014,Varachha,2006,1,Apartment,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,7366898.39
2014,Dindoli,1964,9,Villa,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,12334971.62
2014,Adajan,2267,5,Villa,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,40414731.98
2014,Udhna,1160,5,Apartment,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,5705368.99
2014,Piplod,2473,3,Villa,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,27245772.27
2014,Althan,1719,8,Apartment,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,10330217.08
2014,Dindoli,1600,10,House,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,7729889.78
2014,Pal,1102,1,Villa,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,17400568.08
2014,Dindoli,2244,8,Villa,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,13732149.2
2014,Varachha,1299,6,Apartment,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,6938893.15
2014,Althan,2368,7,Villa,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,29251253.94
2014,Sarthana,2350,9,Villa,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,30051555.65
2014,Pal,2295,3,House,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,26886276.74
2014,Udhna,2395,2,Villa,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,25129855.16
2014,Pal,1261,1,Villa,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,19911176.35
2014,City Light,1943,3,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,22141389.12
2014,Piplod,2299,6,Villa,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,27631377.62
2014,Piplod,2841,6,Apartment,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,15175824.04
2014,Katargam,1923,3,Villa,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,20807874.2
2014,Vesu,1868,9,Apartment,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,18078009.55
2014,Sachin,1466,8,House,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,6610344.08
2014,City Light,2514,10,Apartment,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,17362545.34
2014,Sarthana,2086,1,Apartment,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,7523873.39
2014,City Light,1267,8,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,16625638.59
2014,Althan,2979,3,Apartment,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,12929297.29
2014,Pal,2683,5,Villa,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,47830933.35
2014,Vesu,2914,4,House,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,35622215.59
2014,City Light,2411,4,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,28307026.49
2014,Adajan,1508,6,Apartment,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,12289705.13
2014,Bhestan,2797,4,Villa,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,15314522.05
2014,Udhna,2549,4,Villa,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,28417328.12
2014,Althan,2938,7,House,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,26483575.72
2014,Athwa,1611,8,Apartment,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,10013506.16
2014,Udhna,1054,2,Villa,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,11059234.8
2014,Pal,1230,7,Villa,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,23180722.82
2014,Bhestan,1170,2,Villa,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,6029314.03
2014,Piplod,1209,6,House,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,10494474.94
2014,Katargam,2070,2,Apartment,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,8144906.08
2014,Varachha,2868,6,House,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,24895081.99
2014,Dindoli,1141,1,Apartment,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,2021205.14
2014,Athwa,1267,4,House,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,10500403.32
2014,Ghod Dod Road,2214,1,Apartment,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,8409853.41
2014,Udhna,1612,6,Villa,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,19028389.28
2014,Varachha,2287,3,House,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,17561235.49
2014,Dindoli,2597,7,House,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,11291919.62
2014,Ghod Dod Road,2304,6,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,28641984.11
2014,Athwa,2611,5,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,31556806.01
2014,Sachin,2232,10,Apartment,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,7188797.5
2014,Sarthana,2032,2,Apartment,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,7995386.07
2014,Sarthana,2239,5,House,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,18353909.74
2014,Katargam,2252,8,Villa,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,28059922.82
2014,Ghod Dod Road,2276,2,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,25150137.28
2014,Adajan,1447,8,House,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,20637006.5
2014,Varachha,1753,8,Villa,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,22239579.87
2014,Dindoli,1794,8,Apartment,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,5200283.35
2014,Sarthana,2880,10,Apartment,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,18886738.74
2014,Pal,1228,7,Apartment,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,10633284.33
2014,Athwa,1611,7,House,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,15020259.24
2014,Althan,1593,4,House,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,12764037.85
2014,City Light,2947,6,Apartment,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,16282393.36
2014,City Light,1915,3,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,21822316.09
2014,Sachin,2007,9,Villa,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,12605034.64
2014,Sarthana,1550,3,Apartment,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,6607079.61
2014,Sarthana,1649,5,Villa,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,18924446.64
2014,Sachin,1757,10,Apartment,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,5658923.48
2014,Sarthana,1725,3,House,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,13009224.99
2014,Katargam,2210,9,House,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,21014775.8
2014,City Light,1618,7,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,20672755.36
2014,Adajan,1353,9,Villa,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,26877108.35
2014,Ghod Dod Road,2556,7,House,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,23831025.84
2014,City Light,1827,6,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,22712198.34
2014,Udhna,1867,4,Apartment,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,8570513.49
2014,Athwa,2564,10,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,35415724.95
2014,Piplod,2504,4,Villa,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,28423287.48
2014,Udhna,1238,5,Apartment,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,6089005.88
2014,Althan,2260,5,Villa,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,26408123.94
2014,Sarthana,2617,8,Villa,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,32607823.28
2014,Sachin,2137,6,House,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,8947669.5
2014,Bhestan,2824,1,Villa,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,14098030.65
2014,Udhna,1050,3,House,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,7918658.69
2014,Ghod Dod Road,2240,6,House,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,20111269.71
2014,Athwa,1096,10,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,15138703.02
2014,City Light,1642,3,House,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,13041246.77
2014,Athwa,1943,8,Apartment,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,12077121.34
2014,City Light,2470,4,Apartment,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,11941066.39
2014,Piplod,1270,4,House,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,10175974.94
2014,Bhestan,1169,3,House,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,4329865.55
2014,Sachin,2103,10,House,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,10159973.88
2014,Bhestan,2451,4,Villa,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,13420054.9
2014,Udhna,2298,5,Apartment,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,11302532.72
2014,Dindoli,2397,6,Villa,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,13896409.35
2014,Athwa,1257,9,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,16928481.71
2014,Ghod Dod Road,1138,6,Apartment,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,6287534.32
2014,City Light,2107,3,Apartment,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,9458581.53
2014,Sachin,1118,1,Villa,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,5581302.5
2014,Athwa,1732,9,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,23325481.56
2014,Adajan,1120,9,Villa,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,22248604.11
2014,Vesu,2300,4,House,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,28116367.83
2014,Pal,2687,6,Apartment,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,21898168.22
2014,Athwa,1004,1,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,10747650.38
2014,Katargam,2482,3,Apartment,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,10579852.64
2014,Dindoli,2690,6,Apartment,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,6931134.5
2014,Pal,2982,9,Apartment,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,28859006.67
2014,Piplod,2517,5,Villa,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,29411171.66
2014,Bhestan,1629,6,House,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,6820661.5
2014,Piplod,1031,10,Villa,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,13768281.05
2014,Sachin,1728,5,Villa,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,9739661.12
2014,Vesu,2608,1,House,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,27896326.69
2014,Sachin,2494,8,Villa,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,15262023.22
2014,City Light,1045,8,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,13712543.27
2014,Ghod Dod Road,2139,9,House,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,21420366.95
2014,Sachin,1954,9,Apartment,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,5978747.67
2014,Ghod Dod Road,1894,8,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,24853164.55
2014,City Light,2949,1,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,31568546.79
2014,Athwa,1564,1,House,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,11341595.85
2014,Vesu,2500,1,House,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,26741110.71
2014,Dindoli,1329,9,Villa,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,8346831.61
2014,Katargam,1452,8,House,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,13330889.76
2014,Katargam,2690,5,Villa,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,30871292.58
2014,Varachha,2568,1,House,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,18004264.32
2014,Ghod Dod Road,1594,6,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,19815678.24
2014,Athwa,2351,5,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,28414420.12
2014,Dindoli,1432,7,House,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,6226426.22
2014,Sachin,1289,9,Villa,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,8095610.19
2014,Katargam,2702,2,House,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,19491376.7
2014,Sarthana,2453,7,Villa,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,29760057.2
2014,Sachin,2564,3,Apartment,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,5367764.3
2014,Sarthana,2225,8,House,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,20427844.16
2014,Sachin,1639,3,Villa,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,8710136.43
2014,Althan,2769,9,Apartment,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,17564574.06
2014,City Light,2819,9,House,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,28230020.77
2014,Sachin,2389,4,House,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,9233353.34
2014,Pal,2934,6,Apartment,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,23911137.16
2014,Pal,2619,7,Villa,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,49357978.11
2014,Athwa,2359,2,Apartment,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,9775237.34
2014,Sachin,2095,5,Villa,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,11808211.84
2014,Adajan,2671,2,Villa,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,43535546.94
2014,Udhna,1256,2,House,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,9060388.28
2014,Bhestan,1727,2,House,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,6118529.84
2014,Sachin,2975,6,House,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,12456395.3
2014,Adajan,1096,6,Apartment,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,8932040.33
2014,Dindoli,2690,2,Apartment,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,5198350.88
2014,Athwa,2754,1,Apartment,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,10461037.16
2014,Sarthana,2840,9,Apartment,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,17693201.78
2014,Ghod Dod Road,1161,3,Apartment,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,5211871.46
2014,Bhestan,1630,10,Villa,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,10499766.95
2014,Pal,1317,10,House,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,20124595.89
2014,Adajan,2150,1,House,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,22997355.21
2014,Athwa,2260,1,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,24192918.19
2014,City Light,1388,5,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,16775506.22
2014,Katargam,2450,2,House,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,17673528.09
2014,City Light,1818,5,House,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,15694663.6
2014,Vesu,2340,4,Villa,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,40524243.2
2014,Bhestan,2918,3,Apartment,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,6108867.48
2014,Athwa,2216,8,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,29078464.96
2014,Adajan,2054,5,Villa,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,36617494.26
2014,Athwa,1532,4,House,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,12696620.27
2014,Vesu,1878,9,Apartment,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,18174786.9
2014,City Light,2811,7,House,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,26208534.29
2014,Piplod,1071,1,Apartment,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,3933174.56
2014,Dindoli,2166,1,Apartment,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,3836924.04
2014,Bhestan,1607,4,House,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,6210966.44
2014,Sachin,2217,2,Apartment,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,4284291.41
2014,Sachin,1290,5,House,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,5193519.7
2014,Udhna,2997,7,Apartment,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,16705910.63
2014,Katargam,2579,8,Apartment,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,15221531.0
2014,Sachin,1011,8,Apartment,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,2930594.46
2014,City Light,2514,6,Apartment,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,13890036.27
2014,Piplod,1919,3,Villa,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,21142190.45
2014,Sarthana,1268,2,Apartment,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,4989246.82
2014,Varachha,2533,8,Apartment,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,15221896.37
2014,Adajan,2586,5,Apartment,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,19757860.65
2014,Piplod,1918,7,Villa,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,23692527.47
2014,Katargam,2922,9,Apartment,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,18204061.83
2014,Vesu,2700,10,Apartment,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,27505142.44
2014,Katargam,2777,4,Apartment,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,12747892.86
2014,Athwa,1372,8,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,18003453.94
2014,Varachha,1606,7,Apartment,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,9114975.98
2014,City Light,1040,4,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,12210413.75
2014,Athwa,2226,9,House,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,22291602.07
2014,Udhna,2896,10,House,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,28487497.6
2014,City Light,2038,3,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,23223958.32
2014,Bhestan,1577,8,Villa,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,9650445.31
2014,Varachha,2097,6,Villa,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,25203566.27
2014,Varachha,2642,2,Apartment,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,10584616.45
2014,Piplod,1738,5,Apartment,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,8703663.6
2014,Dindoli,1946,2,House,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,6894417.53
2014,Athwa,1890,6,House,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,16968883.81
2014,Pal,1039,5,Apartment,4.35,Area1,5401000,7240,8.5,83.7,16.54,292.82,481.2315930161663,7938289.72
2014,Udhna,2027,5,House,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,16616067.46
2014,Althan,2502,7,House,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,22553405.87
2014,City Light,2923,2,Apartment,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,12112343.68
2014,City Light,1924,8,House,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,18602924.48
2014,Udhna,2299,8,Villa,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,28645542.88
2014,Katargam,1918,2,Apartment,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,7546826.02
2014,Althan,1842,5,Apartment,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,9224481.22
2014,Varachha,2205,7,House,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,19876203.02
2014,Sarthana,2846,9,Villa,10.35,Area4,5401000,7240,8.5,83.7,16.54,123.07,312.48772867744424,36394352.08
2014,Dindoli,2083,1,House,12.35,Area5,5401000,7240,8.5,83.7,16.54,103.14,153.74386433872212,7044345.18
2014,City Light,2087,5,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,25223689.83
2014,Ghod Dod Road,2064,10,Villa,6.35,Area2,5401000,7240,8.5,83.7,16.54,200.59,327.48772867744424,28509382.33
2014,Varachha,1990,3,Villa,8.35,Area3,5401000,7240,8.5,83.7,16.54,152.55,317.48772867744424,21924418.44
