year,location,sqft,amenities,real_estate_type,HF,price
2015,2,2873,8,2,36415.3,29715228.23
2015,5,2961,1,1,18343.19,5631458.55
2015,4,2244,6,3,21979.11,28411636.0
2015,1,1527,3,2,54222.3,19163625.85
2015,4,1628,2,1,21979.11,6870787.79
2015,3,1896,6,3,27412.76,24419633.53
2015,3,1631,8,1,27412.76,10503275.92
2015,5,2341,9,2,18343.19,11737867.72
2015,4,1858,7,2,21979.11,17643322.09
2015,3,1609,9,1,27412.76,10937245.32
2015,2,2666,5,3,36415.3,34467803.03
2015,5,1306,3,1,18343.19,2935461.09
2015,3,1758,9,1,27412.76,11950079.1
2015,5,1505,6,1,18343.19,4163382.21
2015,1,1869,1,3,54222.3,31614171.52
2015,2,2307,4,1,36415.3,11930565.88
2015,2,2912,4,3,36415.3,36572588.6
2015,3,2476,10,2,27412.76,26574812.15
2015,4,2551,9,2,21979.11,26018325.66
2015,3,1550,2,3,27412.76,17745162.66
2015,2,2568,8,2,36415.3,26560635.61
2015,1,2426,3,1,54222.3,17208576.98
2015,3,1480,6,3,27412.76,19061739.25
2015,2,1448,5,2,36415.3,13371926.58
2015,1,1758,6,3,54222.3,34532830.86
2015,3,2611,7,3,27412.76,34562639.71
2015,4,1081,6,2,21979.11,9884846.52
2015,3,2668,4,3,27412.76,32453612.82
2015,4,2707,1,2,21979.11,19993021.78
2015,2,1314,9,3,36415.3,18929772.09
2015,4,1477,1,2,21979.11,10908641.73
2015,3,2157,9,2,27412.76,22379297.58
2015,5,2864,2,1,18343.19,5942156.13
2015,5,1592,5,3,18343.19,9633872.78
2015,1,2130,3,1,54222.3,15108931.97
2015,2,2487,2,2,36415.3,20210817.43
2015,1,1386,6,1,54222.3,12100241.08
2015,1,1200,1,3,54222.3,20298023.45
2015,3,2326,2,2,27412.76,18307569.84
2015,4,2976,5,2,21979.11,26166390.85
2015,4,1633,3,3,21979.11,18952696.73
2015,4,1674,4,3,21979.11,20017289.0
2015,3,1693,1,2,27412.76,12719632.42
2015,2,2500,6,2,36415.3,24010365.41
2015,5,2774,8,3,18343.19,18225516.83
2015,3,1139,10,2,27412.76,12224842.91
2015,2,1858,4,3,36415.3,23335120.06
2015,5,2914,6,3,18343.19,18137684.68
2015,5,1066,8,3,18343.19,7003749.44
2015,1,2573,3,3,54222.3,46330238.52
2015,5,1502,7,3,18343.19,9608629.69
2015,3,1609,5,3,27412.76,20147557.17
2015,3,1823,7,1,27412.76,11087506.78
2015,4,2790,3,2,21979.11,22568512.11
2015,1,2697,4,2,54222.3,35318560.8
2015,4,1739,3,3,21979.11,20182939.14
2015,5,2229,7,3,18343.19,14259411.16
2015,5,1260,2,1,18343.19,2614216.74
2015,4,2771,10,1,21979.11,19491147.59
2015,4,1689,2,1,21979.11,7128231.31
2015,4,1883,4,3,21979.11,22516460.69
2015,4,2681,7,1,21979.11,16029376.29
2015,1,2132,5,3,54222.3,40716088.97
2015,2,2680,4,3,36415.3,33658838.41
2015,2,1289,10,1,36415.3,9522880.31
2015,1,1171,9,1,54222.3,12140073.22
2015,2,1193,2,1,36415.3,5288190.63
2015,4,2067,7,3,21979.11,26897572.66
2015,3,2660,6,2,27412.76,24743053.43
2015,2,2561,3,2,36415.3,21758193.14
2015,5,2829,1,2,18343.19,10271693.26
2015,3,2579,1,3,27412.76,28602984.07
2015,4,2629,1,3,21979.11,28663100.65
2015,4,2329,1,3,21979.11,25392301.79
2015,2,2267,10,2,36415.3,25122230.03
2015,2,1752,6,1,36415.3,10354747.13
2015,4,2411,8,3,21979.11,32221940.82
2015,1,2548,6,3,54222.3,50050997.18
2015,2,2071,2,2,36415.3,16830157.98
2015,3,2990,1,1,27412.76,11766903.23
2015,4,2638,8,2,21979.11,25977880.29
2015,1,2380,9,2,54222.3,37660472.54
2015,3,2733,10,1,27412.76,19555455.47
2015,2,1679,4,1,36415.3,8682886.91
2015,1,2916,4,3,54222.3,54097506.37
2015,4,1235,5,2,21979.11,10858700.5
2015,2,2348,5,3,36415.3,30356489.69
2015,4,2568,4,2,21979.11,21675900.55
2015,4,2501,10,3,21979.11,35183948.13
2015,2,1413,1,3,36415.3,16180400.56
2015,3,1192,5,3,27412.76,14925971.5
2015,2,2210,9,3,36415.3,31837744.54
2015,4,2783,4,2,21979.11,23490666.37
2015,3,2701,1,2,27412.76,20292809.91
2015,2,1666,4,1,36415.3,8615657.89
2015,1,2171,1,2,54222.3,24876537.29
2015,1,1712,5,3,54222.3,32695095.84
2015,5,2654,1,3,18343.19,14225004.48
2015,1,2397,3,3,54222.3,43161127.77
2015,1,1730,7,1,54222.3,16047442.73
2015,3,2434,8,3,27412.76,33090435.19
2015,4,1208,2,1,21979.11,5098225.83
2015,3,1975,5,1,27412.76,10598799.27
2015,5,1027,9,1,18343.19,3373757.35
2015,1,2563,6,2,54222.3,36360744.26
2015,2,1840,1,2,36415.3,14273238.76
2015,1,1587,10,3,54222.3,34637594.85
2015,3,1323,5,1,27412.76,7099853.89
2015,5,2982,9,1,18343.19,9796051.04
2015,3,1111,6,1,27412.76,6359637.33
2015,3,2523,1,2,27412.76,18955482.93
2015,5,2928,8,1,18343.19,9112412.62
2015,4,2466,8,2,21979.11,24284098.86
2015,2,1447,8,3,36415.3,20311291.58
2015,4,2118,5,1,21979.11,11173470.93
2015,5,2592,8,2,18343.19,12548240.33
2015,1,2031,7,3,54222.3,41003644.31
2015,2,1233,1,3,36415.3,14119203.03
2015,1,1140,6,1,54222.3,9952579.24
2015,5,2537,6,3,18343.19,15791113.95
2015,5,2704,7,2,18343.19,12622932.24
2015,3,2032,2,3,27412.76,23263335.83
2015,1,1939,2,3,54222.3,33856230.08
2015,1,1259,7,3,54222.3,25417817.91
2015,3,2685,1,2,27412.76,20172600.74
2015,1,1678,6,1,54222.3,14649498.21
2015,1,1906,4,1,54222.3,14560012.3
2015,1,1705,7,3,54222.3,34422064.77
2015,3,2175,6,2,27412.76,20231632.03
2015,2,1340,10,1,36415.3,9899658.35
2015,4,2559,10,2,21979.11,26999917.01
2015,2,1618,8,1,36415.3,10758121.27
2015,1,1915,2,1,54222.3,12538940.29
2015,4,2685,1,2,21979.11,19830536.94
2015,5,2382,8,1,18343.19,7413171.74
2015,2,1329,9,2,36415.3,14236669.13
2015,5,2123,4,1,18343.19,5138872.34
2015,2,1626,5,3,36415.3,21021998.39
2015,4,1443,6,3,21979.11,18270049.35
2015,2,1609,4,2,36415.3,14264373.4
2015,1,2064,5,3,54222.3,39417451.99
2015,2,2026,9,2,36415.3,21703153.99
2015,2,2991,5,3,36415.3,38669616.97
2015,1,1988,2,3,54222.3,34711802.68
2015,3,2335,4,3,27412.76,28402993.23
2015,3,1957,9,2,27412.76,20304258.4
2015,1,1582,1,3,54222.3,26759560.91
2015,3,2536,3,2,27412.76,20867738.87
2015,1,1704,7,1,54222.3,15806267.29
2015,2,2163,10,3,36415.3,31959643.32
2015,2,2087,6,2,36415.3,20043853.05
2015,1,2105,4,2,54222.3,27566025.39
2015,5,1779,7,3,18343.19,11380660.59
2015,5,2315,6,2,18343.19,10406726.54
2015,1,1746,3,1,54222.3,12385068.18
2015,4,2146,4,2,21979.11,18113895.09
2015,4,2354,10,3,21979.11,33115959.18
2015,3,2377,6,2,27412.76,22110615.79
2015,4,1488,5,1,21979.11,7849917.26
2015,3,1257,3,1,27412.76,5846244.01
2015,3,2636,1,1,27412.76,10373764.85
2015,3,1897,6,2,27412.76,17645703.89
2015,2,2387,5,1,36415.3,13226017.44
2015,2,1095,4,3,36415.3,13752398.53
2015,3,2420,3,1,27412.76,11255298.74
2015,3,2149,7,3,27412.76,28446998.37
2015,3,2808,4,1,27412.76,14064472.47
2015,5,2946,3,1,18343.19,6621645.01
2015,2,2310,4,3,36415.3,29011909.22
2015,4,2006,6,1,21979.11,11288124.74
2015,4,1807,2,1,21979.11,7626236.82
2015,5,2216,8,1,18343.19,6896552.72
2015,4,2274,6,1,21979.11,12796209.2
2015,4,2773,2,1,21979.11,11703129.33
2015,2,1937,3,3,36415.3,23611793.35
2015,4,2667,8,2,21979.11,26263459.72
2015,2,1491,10,2,36415.3,16522825.31
2015,5,1591,7,2,18343.19,7427176.47
2015,1,1351,4,3,54222.3,25063693.79
2015,1,1019,9,3,54222.3,21684509.41
2015,3,2702,4,2,27412.76,23200369.12
2015,5,1390,10,1,18343.19,4806562.52
2015,4,1604,4,2,21979.11,13538997.07
2015,5,2604,9,3,18343.19,17558822.4
2015,5,2151,4,2,18343.19,8925682.85
2015,5,2132,5,2,18343.19,9215459.79
2015,4,1445,6,1,21979.11,8131276.3
2015,3,2500,6,3,27412.76,32198883.87
2015,2,2424,3,1,36415.3,11640225.15
2015,5,1925,4,1,18343.19,4659599.27
2015,1,1574,5,3,54222.3,30059626.66
2015,1,1709,4,2,54222.3,22380207.79
2015,4,2256,7,1,21979.11,13488352.45
2015,4,1041,7,1,21979.11,6224013.69
2015,5,2948,2,3,18343.19,16310499.33
2015,2,1571,9,1,36415.3,11025929.19
2015,4,2215,2,1,21979.11,9348154.15
2015,5,1371,5,1,18343.19,3555645.98
2015,5,2856,6,1,18343.19,7900743.91
2015,2,2089,2,2,36415.3,16976436.52
2015,1,2921,3,1,54222.3,20719807.65
2015,1,1232,4,2,54222.3,16133654.77
2015,2,1297,1,2,36415.3,10061081.89
2015,3,1816,9,1,27412.76,12344336.54
2015,1,1273,5,2,54222.3,17365177.32
2015,5,1859,10,3,18343.19,12856690.24
2015,4,1937,3,3,21979.11,22480939.11
2015,5,1629,3,2,18343.19,6477966.83
2015,2,1421,7,3,36415.3,19421430.5
2015,2,1905,10,1,36415.3,14073768.03
2015,3,2889,2,2,27412.76,22738851.79
2015,5,2649,4,1,18343.19,6412092.71
2015,3,2672,4,2,27412.76,22942778.05
2015,1,2572,3,1,54222.3,18244212.69
2015,5,1896,4,2,18343.19,7867547.51
2015,3,2686,2,2,27412.76,21141071.62
2015,4,1163,7,3,21979.11,15133951.14
2015,4,1138,3,3,21979.11,13207696.8
2015,1,2329,9,3,54222.3,49561552.9
2015,4,2455,2,3,21979.11,27629457.87
2015,4,1130,8,1,21979.11,7153553.63
2015,5,2998,4,3,18343.19,17623832.03
2015,5,2479,8,3,18343.19,16287331.01
2015,1,1649,6,2,54222.3,23394017.67
2015,5,1695,7,1,18343.19,4982053.92
2015,5,1353,9,1,18343.19,4444687.14
2015,4,2448,7,2,21979.11,23245884.0
2015,5,1094,4,3,18343.19,6431111.49
2015,1,1353,5,1,54222.3,11073881.34
2015,3,1460,5,2,27412.76,13058436.24
2015,3,1255,1,2,27412.76,9428906.49
2015,5,2630,8,2,18343.19,12732203.73
2015,5,2275,5,2,18343.19,9833569.9
2015,4,2288,6,1,21979.11,12874989.74
2015,5,2963,4,2,18343.19,12295117.76
2015,2,1170,8,3,36415.3,16423089.94
2015,5,1783,8,2,18343.19,8631756.37
2015,4,2346,6,2,21979.11,21452220.11
2015,5,1634,3,1,18343.19,3672697.88
2015,3,1118,9,2,27412.76,11599469.03
2015,3,1763,4,2,27412.76,15137768.6
2015,3,2780,5,1,27412.76,14918816.19
2015,1,2025,9,2,54222.3,32043049.11
2015,2,1484,4,1,36415.3,7674451.57
2015,2,2103,9,3,36415.3,30296279.08
2015,1,2298,7,2,54222.3,33855138.79
2015,1,1420,4,1,54222.3,10847438.34
2015,2,1351,7,1,36415.3,8483785.58
2015,3,1539,10,2,27412.76,16518027.42
2015,5,1119,10,3,18343.19,7738911.45
2015,3,2008,9,1,27412.76,13649464.64
2015,2,2517,4,2,36415.3,22314125.44
2015,4,2984,3,2,21979.11,24137792.16
2015,3,1066,7,3,27412.76,14110981.97
2015,1,1323,1,3,54222.3,22378570.85
2015,3,2884,2,3,27412.76,33017451.05
2015,4,1779,8,2,21979.11,17518820.71
2015,5,1702,4,1,18343.19,4119811.93
2015,2,2126,8,1,36415.3,14135825.59
2015,3,1568,3,1,27412.76,7292689.43
2015,3,1930,3,1,27412.76,8976333.29
2015,1,1541,4,3,54222.3,28588565.61
2015,2,1019,10,2,36415.3,11292259.55
2015,2,1933,6,2,36415.3,18564814.54
2015,3,2356,1,3,27412.76,26129752.02
2015,2,1707,7,1,36415.3,10719335.29
2015,2,2894,5,2,36415.3,26725383.66
2015,4,1807,5,3,21979.11,22243190.72
2015,1,1584,9,2,54222.3,25064785.09
2015,3,2600,9,2,27412.76,26975509.37
2015,2,1217,6,3,36415.3,16183725.07
2015,2,2180,9,2,36415.3,23352850.79
2015,2,1392,6,2,36415.3,13368971.46
2015,2,2890,7,2,36415.3,28823520.2
2015,3,2000,3,3,27412.76,23612514.84
2015,5,2476,2,1,18343.19,5137143.36
2015,3,2338,2,3,27412.76,26766574.39
2015,5,1861,3,2,18343.19,7400550.19
2015,4,1392,8,1,21979.11,8812165.18
2015,1,2144,5,3,54222.3,40945260.21
2015,1,1725,10,2,54222.3,28237169.72
2015,4,2142,5,1,21979.11,11300082.5
2015,5,1551,6,3,18343.19,9653928.94
2015,4,1855,1,2,21979.11,13700426.82
2015,4,2653,9,3,21979.11,36389219.92
2015,5,2166,4,2,18343.19,8987926.11
2015,5,1404,6,1,18343.19,3883979.15
2015,4,2689,10,1,21979.11,18914361.56
2015,2,2704,4,2,36415.3,23971948.83
2015,5,1358,8,3,18343.19,8922224.89
2015,5,2389,10,3,18343.19,16522126.4
2015,5,1311,7,3,18343.19,8386760.0
2015,2,1494,7,1,36415.3,9381773.24
2015,4,2661,1,3,21979.11,29011985.86
2015,2,1702,8,2,36415.3,17603661.14
2015,4,1578,7,2,21979.11,14984479.15
2015,1,2780,4,1,54222.3,21236534.21
2015,2,1469,6,2,36415.3,14108490.72
2015,4,1807,1,1,21979.11,6990717.08
2015,4,1938,5,2,21979.11,17039806.95
2015,5,1559,3,1,18343.19,3504122.39
2015,4,1895,7,3,21979.11,24659361.49
2015,5,2800,5,3,18343.19,16943997.36
2015,2,1938,7,2,36415.3,19328713.55
2015,1,2771,7,3,54222.3,55943426.08
2015,2,2993,8,3,36415.3,42012229.23
2015,3,2984,5,3,27412.76,37365015.9
2015,1,1186,7,2,54222.3,17472669.54
2015,4,1239,2,2,21979.11,9586605.94
2015,3,2714,3,2,27412.76,22332430.32
2015,1,2750,6,2,54222.3,39013674.1
2015,1,1022,5,1,54222.3,8364749.99
2015,4,1508,9,1,21979.11,10076874.07
2015,1,2407,1,2,54222.3,27580757.83
2015,1,1008,8,1,54222.3,9900197.24
2015,4,1931,7,2,21979.11,18336520.43
2015,2,2368,5,1,36415.3,13120741.22
2015,3,2975,4,1,27412.76,14900927.92
2015,3,1892,4,1,27412.76,9476489.29
2015,3,1691,7,1,27412.76,10284681.27
2015,5,2036,10,2,18343.19,10560605.7
2015,2,2000,6,1,36415.3,11820487.59
2015,1,2002,4,1,54222.3,15293360.25
2015,2,1260,10,2,36415.3,13962950.96
2015,3,2406,8,2,27412.76,24101937.87
2015,5,2762,3,2,18343.19,10983514.04
2015,1,2549,1,2,54222.3,29207873.58
2015,2,1684,2,2,36415.3,13685169.5
2015,3,1100,2,2,27412.76,8657922.11
2015,3,1870,10,1,27412.76,13380425.07
2015,4,1441,3,3,21979.11,16724333.12
2015,5,1286,7,3,18343.19,8226829.41
2015,4,1860,2,1,21979.11,7849917.26
2015,3,2542,3,3,27412.76,30011506.36
2015,5,2429,1,3,18343.19,13019041.4
2015,5,2718,7,3,18343.19,17387653.45
2015,5,2363,2,1,18343.19,4902693.77
2015,3,1320,5,3,27412.76,16528760.39
2015,5,1875,3,2,18343.19,7456223.33
2015,4,1837,3,2,21979.11,14859626.07
2015,3,2258,5,1,27412.76,12117513.3
2015,2,2038,3,2,36415.3,17314797.97
2015,4,1451,9,1,21979.11,9695984.27
2015,1,1078,5,1,54222.3,8823092.45
2015,4,1817,3,3,21979.11,21088211.85
2015,4,2214,5,2,21979.11,19466528.68
2015,4,1004,3,1,21979.11,4590372.76
2015,3,2755,3,2,27412.76,22669803.07
2015,1,2470,8,2,54222.3,37736862.95
2015,4,1822,9,3,21979.11,24991013.46
2015,2,2529,5,2,36415.3,23354697.74
2015,4,1409,6,2,21979.11,12884133.9
2015,2,1443,8,1,36415.3,9594542.02
2015,4,2977,6,2,21979.11,27222190.65
2015,2,1621,10,2,36415.3,17963447.23
2015,1,2913,7,3,54222.3,58810249.07
2015,5,1071,10,3,18343.19,7406947.42
2015,3,1450,4,1,27412.76,7262637.14
2015,3,1620,1,2,27412.76,12171178.1
2015,4,1843,3,2,21979.11,14908160.51
2015,5,2061,8,3,18343.19,13541020.26
2015,5,1765,4,1,18343.19,4272307.91
2015,4,2687,1,3,21979.11,29295455.09
2015,3,2982,9,1,27412.76,20270270.69
2015,4,2969,5,3,21979.11,36546780.99
2015,2,1123,1,1,36415.3,4563077.6
2015,5,2497,2,1,18343.19,5180713.64
2015,2,1981,1,1,36415.3,8049382.66
2015,5,2351,10,1,18343.19,8129660.77
2015,3,2606,5,3,27412.76,32631779.97
2015,1,1988,7,3,54222.3,40135521.85
2015,1,1376,9,2,54222.3,21773449.67
2015,1,2373,8,3,54222.3,49203063.62
2015,4,1409,2,1,21979.11,5946523.34
2015,2,1113,4,3,36415.3,13978465.35
2015,1,2709,2,3,54222.3,47300942.39
2015,4,2649,7,1,21979.11,15838052.14
2015,3,1341,5,3,27412.76,16791717.94
2015,5,1722,1,2,18343.19,6252335.02
2015,3,2947,5,1,27412.76,15815018.46
2015,3,2687,3,2,27412.76,22110258.02
2015,4,2387,3,1,21979.11,10913565.52
2015,4,2383,4,3,21979.11,28495340.32
2015,1,1970,3,3,54222.3,35472432.92
2015,4,2374,9,3,21979.11,32562385.26
2015,3,2157,5,1,27412.76,11575498.75
2015,1,1751,9,3,54222.3,37261605.47
2015,2,2598,6,1,36415.3,15354813.38
2015,2,1864,7,3,36415.3,25476105.87
2015,3,1336,8,1,27412.76,8603541.77
2015,4,1363,7,1,21979.11,8149212.94
2015,2,1341,1,2,36415.3,10402398.47
2015,3,1065,6,1,27412.76,6096322.01
2015,2,2890,9,1,36415.3,20283217.92
2015,5,1784,3,3,18343.19,10178847.07
2015,3,1700,10,1,27412.76,12164022.79
2015,2,2834,7,3,36415.3,38733521.48
2015,3,2229,4,1,27412.76,11164426.33
2015,5,1401,6,3,18343.19,8720280.11
2015,4,2745,5,2,21979.11,24135330.27
2015,3,1699,7,3,27412.76,22490204.85
2015,1,1563,1,2,54222.3,17909731.82
2015,4,1538,4,2,21979.11,12981906.17
2015,5,1274,9,3,18343.19,8590606.66
2015,1,2522,3,2,54222.3,31650729.79
2015,3,2407,10,1,27412.76,17222825.22
2015,1,2808,3,2,54222.3,35239987.81
2015,3,2019,8,2,27412.76,20225192.25
2015,3,2348,1,3,27412.76,26041026.21
2015,2,1608,8,3,36415.3,22571221.05
2015,2,1583,1,1,36415.3,6432192.2
2015,3,2326,4,3,27412.76,28293517.02
2015,2,2389,6,1,36415.3,14119572.42
2015,2,2246,9,3,36415.3,32356368.43
2015,5,2481,2,1,18343.19,5147517.24
2015,5,2327,10,1,18343.19,8046669.77
2015,4,2331,2,3,21979.11,26233917.02
2015,1,1508,10,3,54222.3,32913354.15
2015,1,2733,5,2,54222.3,37281248.71
2015,3,2237,9,3,27412.76,31212524.73
2015,4,1237,6,2,21979.11,11311336.86
2015,5,1034,1,3,18343.19,5542070.32
2015,4,2674,7,1,21979.11,15987524.13
2015,1,2390,9,3,54222.3,50859644.24
2015,4,2034,3,1,21979.11,9299619.72
2015,4,2325,2,3,21979.11,26166390.85
2015,4,1097,3,1,21979.11,5015576.61
2015,1,2783,7,3,54222.3,56185692.81
2015,2,2030,5,2,36415.3,18746554.53
2015,2,1508,1,3,36415.3,17268254.8
2015,1,2260,2,3,54222.3,39461103.65
2015,1,2710,7,2,54222.3,39924902.58
2015,4,2374,2,2,21979.11,18368525.02
2015,2,2294,6,3,36415.3,30505723.34
2015,3,2402,4,3,27412.76,29217982.75
2015,5,1027,9,2,18343.19,5149419.12
2015,5,2309,8,1,18343.19,7185983.86
2015,1,1495,3,3,54222.3,26919435.13
2015,3,1005,6,1,27412.76,5752867.25
2015,3,2320,10,3,27412.76,33200626.92
2015,1,1679,5,2,54222.3,22903482.1
2015,5,2140,9,1,18343.19,7030029.92
2015,1,1642,7,1,54222.3,15231156.63
2015,5,1432,9,2,18343.19,7180105.33
2015,2,2016,3,1,36415.3,9680979.33
2015,4,2184,10,2,21979.11,23043305.49
2015,3,2647,6,1,27412.76,15152079.22
2015,5,1730,5,3,18343.19,10468969.8
2015,2,1437,4,1,36415.3,7431392.79
2015,1,2193,5,3,54222.3,41881042.74
2015,1,1633,10,1,54222.3,17820791.56
2015,2,1624,3,3,36415.3,19796361.59
2015,3,2414,6,2,27412.76,22454786.08
2015,1,1796,9,1,54222.3,18619616.99
2015,3,1053,6,1,27412.76,6027631.06
2015,5,2919,10,2,18343.19,15140671.92
2015,2,2052,10,1,36415.3,15159775.33
2015,5,2048,1,2,18343.19,7435994.27
2015,3,1753,7,3,27412.76,23205020.07
2015,3,2798,6,3,27412.76,36036990.82
2015,4,1504,8,1,21979.11,9521189.96
2015,4,1609,9,1,21979.11,10751784.07
2015,3,1864,5,1,27412.76,10003119.92
2015,3,2973,2,3,27412.76,34036366.84
2015,1,2048,7,3,54222.3,41346855.51
2015,5,2437,2,1,18343.19,5056227.13
2015,5,2573,2,1,18343.19,5338396.56
2015,5,2437,5,2,18343.19,10533806.52
2015,4,2041,6,1,21979.11,11485076.07
2015,4,1505,6,2,21979.11,13761974.11
2015,1,1434,8,2,54222.3,21908769.83
2015,5,2968,10,3,18343.19,20526442.51
2015,2,1029,7,1,36415.3,6461743.42
2015,4,1756,7,1,21979.11,10498912.63
2015,4,2532,4,2,21979.11,21372032.79
2015,1,1023,7,2,54222.3,15071282.41
2015,5,2159,9,3,18343.19,14558178.79
2015,1,2872,2,3,54222.3,50147030.84
2015,2,1978,4,1,36415.3,10229154.45
2015,3,1562,6,1,27412.76,8941272.28
2015,3,2573,1,3,27412.76,28536439.71
2015,1,2647,6,2,54222.3,37552434.67
2015,3,1971,7,2,27412.76,19039200.03
2015,2,1899,1,2,36415.3,14730913.27
2015,3,1548,4,2,27412.76,13291699.26
2015,2,1075,8,2,36415.3,11118646.14
2015,5,2570,5,1,18343.19,6665215.29
2015,5,2365,5,3,18343.19,14311626.34
2015,4,1129,6,1,21979.11,6353087.16
2015,3,1482,2,3,27412.76,16966665.21
2015,4,2116,8,3,21979.11,28279397.25
2015,5,2776,9,3,18343.19,18718621.73
2015,3,2303,2,3,27412.76,26365877.17
2015,1,2506,3,3,54222.3,45123815.68
2015,3,2552,1,1,27412.76,10043189.64
2015,1,2078,5,2,54222.3,28346298.88
2015,2,2364,6,3,36415.3,31436586.74
2015,4,2516,6,3,21979.11,31855470.67
2015,3,2187,4,2,27412.76,18778389.07
2015,1,1633,10,2,54222.3,26731187.33
2015,2,2534,10,1,36415.3,18720697.22
2015,3,1849,1,1,27412.76,7276589.99
2015,5,1929,7,3,18343.19,12340244.12
2015,2,2960,2,1,36415.3,13120741.22
2015,3,2967,2,2,27412.76,23352777.17
2015,1,2948,3,1,54222.3,20911329.32
2015,3,1386,8,2,27412.76,13884158.72
2015,1,1478,8,3,54222.3,30645650.24
2015,5,2589,7,2,18343.19,12086084.16
2015,1,1600,7,1,54222.3,14841565.53
2015,1,2843,3,2,54222.3,35679232.67
2015,3,1697,1,2,27412.76,12749684.72
2015,1,2550,5,1,54222.3,20870951.53
2015,5,2178,10,2,18343.19,11297150.89
2015,5,2741,8,3,18343.19,18008702.82
2015,4,1298,9,1,21979.11,8673595.85
2015,1,1593,7,3,54222.3,32160908.61
2015,1,1921,1,1,54222.3,11530041.22
2015,4,2853,7,1,21979.11,17057743.58
2015,1,2495,4,3,54222.3,46287132.51
2015,4,2153,2,2,21979.11,16658565.44
2015,2,1374,3,3,36415.3,16748892.13
2015,3,1464,1,3,27412.76,16236823.84
2015,1,1666,7,1,54222.3,15453780.11
2015,5,1761,7,1,18343.19,5176045.4
2015,3,2812,3,2,27412.76,23138833.48
2015,1,2545,4,2,54222.3,33328044.95
2015,5,2301,9,1,18343.19,7558924.7
2015,3,2383,7,2,27412.76,23018982.08
2015,3,2456,4,1,27412.76,12301404.7
2015,3,1130,10,1,27412.76,8085497.5
2015,3,1552,7,3,27412.76,20544318.97
2015,4,2218,6,3,21979.11,28082445.92
2015,1,2768,9,1,54222.3,28696603.47
2015,5,2991,8,1,18343.19,9308478.87
2015,3,1209,10,3,27412.76,17301533.6
2015,5,1412,8,1,18343.19,4394373.85
2015,1,1898,8,2,54222.3,28997799.95
2015,5,2642,6,1,18343.19,7308741.39
2015,3,2414,2,1,27412.76,10363747.42
2015,4,2949,5,2,21979.11,25928994.16
2015,2,2406,7,2,36415.3,23996328.58
2015,1,1518,9,2,54222.3,24020419.04
2015,1,1482,3,1,54222.3,10512411.82
2015,1,2510,2,3,54222.3,43826269.99
2015,4,1054,6,1,21979.11,5931048.59
2015,3,2542,10,3,27412.76,36377583.46
2015,2,2971,3,1,36415.3,14266959.13
2015,1,1201,6,2,54222.3,17038335.49
2015,4,1717,6,2,21979.11,15700537.91
2015,4,2483,3,2,21979.11,20085166.87
2015,4,1479,6,1,21979.11,8322600.45
2015,1,2628,2,2,54222.3,31547057.09
2015,3,2083,7,2,27412.76,20121082.53
2015,5,2745,4,2,18343.19,11390515.77
2015,2,1601,9,2,36415.3,17150419.32
2015,3,2830,5,1,27412.76,15187140.22
2015,1,1892,6,2,54222.3,26841407.78
2015,4,1711,10,3,21979.11,24070265.99
2015,1,1627,1,3,54222.3,27520736.79
2015,1,2809,1,3,54222.3,47514289.89
2015,5,2173,7,1,18343.19,6387022.51
2015,5,1833,4,3,18343.19,10775344.93
2015,3,2668,5,1,27412.76,14317770.36
2015,5,2920,1,3,18343.19,15650720.82
2015,4,2707,8,2,21979.11,26657362.38
2015,1,2818,4,3,54222.3,52279414.59
2015,2,1458,7,3,36415.3,19927125.73
2015,2,1401,8,1,36415.3,9315283.0
2015,5,2920,10,2,18343.19,15145858.86
2015,4,1250,10,3,21979.11,17584940.09
2015,3,1932,4,1,27412.76,9676837.9
2015,4,1954,9,1,21979.11,13057169.71
2015,3,2878,7,3,27412.76,38097003.86
2015,3,1686,8,1,27412.76,10857463.64
2015,4,2881,10,3,21979.11,40529769.92
2015,4,1626,2,3,21979.11,18299592.05
2015,2,2796,2,3,36415.3,33050083.3
2015,3,1085,4,1,27412.76,5434456.07
2015,3,2270,5,3,27412.76,28424459.15
2015,3,1386,1,3,27412.76,15371747.16
2015,3,2709,9,1,27412.76,18414541.68
2015,3,2194,2,2,27412.76,17268619.18
2015,4,2096,5,3,21979.11,25800624.1
2015,3,1650,3,3,27412.76,19480324.74
2015,3,1961,2,1,27412.76,8418934.84
2015,2,2848,7,2,36415.3,28404631.67
2015,5,1658,7,3,18343.19,10606596.55
2015,2,2519,10,1,36415.3,18609880.15
2015,3,2796,10,1,27412.76,20006239.84
2015,1,2860,4,1,54222.3,21847657.5
2015,3,1730,5,3,27412.76,21662693.54
2015,1,1701,1,1,54222.3,10209578.41
2015,2,2413,9,1,36415.3,16935434.2
2015,3,1333,9,3,27412.76,18599148.62
2015,5,1631,3,1,18343.19,3665954.86
2015,2,2584,7,1,36415.3,16226574.34
2015,1,1795,2,3,54222.3,31341894.27
2015,2,1025,8,3,36415.3,14387749.74
2015,2,2757,8,2,36415.3,28515448.74
2015,4,2014,7,3,21979.11,26207891.31
2015,2,2660,8,2,36415.3,27512184.86
2015,1,1270,6,3,54222.3,24946925.59
2015,1,1681,10,2,54222.3,27516917.27
2015,2,2205,8,1,36415.3,14661098.51
2015,3,2080,4,3,27412.76,25301167.41
2015,3,2396,2,1,27412.76,10286470.1
